cust,day,orgType,price,quantity,secid,tradeId
23,316,restaurant,99,5581031,Beacon Street Pizza,4d32ce14-5ef8-4953-8c07-a417f1c8487f
23,317,Gov,91,9027359,First Order,a13221b1-4ea8-448b-b72c-3d58eadb5f37
23,318,Gov,118,8054989,Tatooine,e4145f5c-8938-4562-ad1e-b9a7458ca839
23,319,Gov,103,4775620,Tatooine,488077ae-3f90-4561-9726-45355b508ab2
23,320,Gov,115,1817119,Tatooine,c7380cf5-fc98-4ae3-a30c-cf03b00c833d
23,321,Gov,91,8866657,Tatooine,09b91719-fb96-46fa-83a6-9fb9427f4cff
23,322,Gov,94,7530232,First Order,92561e09-da17-42a9-8fb6-4437526edbae
23,323,Gov,98,1774843,First Order,b069c463-1c84-467f-8f4a-414172500496
23,324,Gov,94,6073603,First Order,c6312e22-653b-47c4-84d4-8a4aef3a29c7
23,325,Gov,116,3246078,First Order,fc7232d6-ed6a-4445-adf8-3326370d55b3
23,326,Gov,112,7304885,First Order,24dc48b1-ff64-4758-97d9-9bb0f9b89c22
23,327,Gov,119,1765229,Tatooine,6a8a640d-cc67-4f39-aa45-b9b1f0730935
23,328,Gov,108,7521389,Tatooine,1d8d4e07-ff0c-4e04-830f-b7fe238cf2f3
23,329,Gov,97,3066031,Tatooine,57a63a7a-c3f1-40d1-9357-63b20f82ab91
23,330,Gov,101,7834546,First Order,f7d3f812-00ed-494f-9274-eb0e02a42aea
23,331,Gov,109,2041262,First Order,bf1dd353-766a-45e0-ac27-17560492f199
23,332,Gov,110,2242133,Gotham,9d8dfcf9-2bd0-4166-b14b-7ad9e9e4eb9d
23,333,Gov,95,6252936,Gotham,fb46183a-8ff9-49a3-88d7-9a36a2b4ae42
23,334,Gov,105,2560362,Gotham,ef9acc1b-6437-4e42-94f1-c815490df105
23,335,Gov,114,1409511,Naboo,a7a5109a-9777-4ba9-9b1f-c049c3461ff5
23,336,Gov,108,5565403,Naboo,cf21fdc7-b16a-4890-b4d3-accf6d87b385
23,337,Gov,117,9910364,Gotham,87649295-d109-43bf-91ec-7a0de2f1943b
23,338,restaurant,91,6936266,Beacon Street Pizza,f1daddf7-6895-4d0e-86ac-dc240f60012a
23,339,Gov,93,7059531,Gotham,78c98885-d73d-4059-a6d3-5eb15d0dcb7e
23,340,restaurant,94,4517178,Beacon Street Pizza,f088b987-8cac-4306-af66-a8b36c6e9ded
23,341,airline,95,5496760,Oceanic Airlines,e0af89b4-6797-49cc-a230-0c5401f16e5b
23,342,Gov,96,2099029,Gotham,499aae38-9d8e-4321-a1c3-8d7ea411ebab
23,343,Gov,93,6628738,Gotham,05e10047-aac9-4098-bd36-94351aae0f6e
23,344,Gov,98,2179608,Tatooine,67d07cb4-c796-454e-adf4-1b4dec6ebad6
23,345,Gov,100,1645600,Tatooine,9d8a9361-635a-466f-b735-8d8e1e7571b1
23,346,Gov,96,9362880,New Republic,39c44540-55de-4030-b2e5-b244c68999b4
23,347,airline,116,9138830,Oceanic Airlines,9193b9f2-98b0-4828-8295-a1001b66b196
23,348,Gov,91,9209865,Naboo,8840c156-1cd4-458d-ac9e-62c288756736
23,349,Gov,103,7788345,Gotham,d376c1d0-7f51-4655-b56b-ce78b45a3439
23,350,energy,100,9166221,Roxxon,e713d5bb-3526-4da6-bed3-3ff47ca6b51a
23,351,Gov,96,8675970,Gotham,01dc4d31-1116-420d-9eb6-2d2923fdb842
23,352,energy,92,3911894,Roxxon,3ed99720-8aad-4c5d-938a-485a07c2dbcb
23,353,Gov,115,7387208,Naboo,897a29bf-666d-4b97-a465-d8fe4daddbf6
23,354,Gov,115,8561580,Naboo,c4a2fc82-0fc2-4fab-bca6-73dbdb24fbb4
23,355,Gov,105,4749705,Naboo,89e47bf2-f021-468b-a273-2b047c3ae8fb
23,356,Gov,95,8299241,Naboo,ade04584-672d-4651-808d-576edd26cf1b
23,357,Gov,119,9809370,Naboo,dedcad7d-88d4-4744-8dc4-20eb1ec133f5
23,358,Gov,112,4201133,Coruscant,7b6c7aac-3eb5-4339-89e8-362b2dbda88d
23,359,Gov,101,9593437,Gotham,06fb092b-fdc7-42e0-a78f-5aeeb0560588
24,0,Gov,106,5588170,New Republic,b38d5109-d800-4ef2-ae41-03867cc13d40
24,1,Gov,95,6231673,Tatooine,ba0606bd-811b-41fc-a42e-fe7bbf7a58cf
24,2,Gov,95,4975582,Tatooine,6b34b73a-5555-4962-b03f-90c4cd00f5b8
24,3,Gov,101,8539208,Tatooine,849be431-091f-4e7f-8c0f-e3761e594d58
24,4,energy,110,5064386,Roxxon,306fbdd6-f2bd-4a96-8d63-359a57cc6c2f
24,5,Gov,118,9526900,Tatooine,f4850c6d-0509-40d3-a8a8-f27d344cdd11
24,6,Gov,114,2330325,Tatooine,ca375d4c-9e84-4b8e-8b8d-a69adc878a76
24,7,Gov,97,3831411,Tatooine,1701bace-67bb-4c3f-8296-ea290237c638
24,8,Gov,110,5306606,Tatooine,3c7462e5-9152-417e-a483-9c1cd7d4cbc8
24,9,energy,91,5416782,Roxxon,fe183923-8b4f-421c-8377-2f5a6383b2b4
24,10,Gov,106,6266478,Tatooine,d270d8d3-a48a-48bd-875d-28b7107bd46c
24,11,Gov,109,6361495,Gotham,8e0fd3b4-03ca-43b4-bda7-5242f4277100
24,12,Gov,118,4819532,Gotham,1aa397be-0fb4-41bf-ac4b-a4a14a5d01ef
24,13,Gov,90,6477793,Gotham,f6a62112-0aff-4743-bbd3-4863730e6846
24,14,Gov,93,2958330,Gotham,111c3d80-d517-4333-abbc-e7866bc58661
24,15,Gov,92,9078624,Gotham,286c8f73-3da1-4ecb-a5a1-03805ee7f305
24,16,Gov,100,7296285,Gotham,a2506978-1ba5-42ea-8349-c69050b7312c
24,17,Gov,117,1039534,Gotham,047481c6-2a69-4eef-b374-c339b9aa6475
24,18,Gov,113,1168696,Gotham,9773d362-06ea-41ac-be82-b4e824dddd05
24,19,Gov,97,8362956,Coruscant,472d6296-d64a-489f-b616-756522174107
24,20,Gov,110,8017598,Coruscant,be6b7cdc-7a0a-4076-8bd1-5596b5b807a5
24,21,Gov,94,7805653,Coruscant,004fa59b-f268-4591-98a4-2243bfbafcdb
24,22,Gov,112,8942936,Coruscant,173a3692-1354-45f5-9b4f-29c62c01d555
24,23,Gov,104,4193642,First Order,6fb5a61a-8aad-4b08-9329-02b080c3ab15
24,24,Gov,99,9104373,First Order,9081c7c7-9ef8-4b8d-8eb8-e7869ac77996
24,25,Gov,94,6725698,First Order,5e357482-aa01-4c63-a5ed-c05f1adebf63
24,26,Gov,112,3338178,First Order,c0956130-edc3-4250-b4d4-d4b8e978244a
24,27,Gov,112,9893349,Coruscant,5b054a0d-7b51-4721-9571-c49fd744a434
24,28,Gov,119,6794244,Coruscant,0d8b8a2d-2d3e-4377-9e54-290e935baa4c
24,29,Gov,114,8411079,Coruscant,587372d4-771a-4506-9fa7-5b106aa227db
24,30,Gov,114,2938120,Coruscant,d09f5752-ba8c-4e6e-aa5d-a43f5d199488
24,31,energy,95,2720100,Roxxon,ad8d76b5-676e-48ac-8c31-41e5f4d7add8
24,32,energy,111,7842421,Roxxon,192480e6-684a-41db-a38b-d1b26595dc70
24,33,Gov,114,9919138,Coruscant,5e66ffd8-d85d-4872-84b2-4c3b911e063f
24,34,Gov,99,7239082,Coruscant,8b4a16b3-3ff0-4d03-a14e-3d0acaa3e1dd
24,35,Gov,98,1406187,Coruscant,63d0bf96-e2e7-44c6-8c5c-4b9c0c401e64
24,36,Gov,114,2273169,Coruscant,fbd9337f-5db1-4a6d-bd08-0ad4919933ef
24,37,Gov,112,2829630,Coruscant,924ebfea-a3ee-49e9-b419-d9d5edaa52f4
24,38,Gov,90,8968708,Coruscant,7f1d3cc0-e5bd-478b-8b5f-85f2e10a5ff6
24,39,Gov,99,9059098,Tatooine,0303028a-6979-4691-bd4d-a9c1db1ac75e
24,40,energy,102,6425062,Roxxon,a6b0ba87-5606-49c1-b9ad-a87aefb4d69a
24,41,Gov,109,4897825,First Order,73efb9da-eec9-4bcb-a178-fef2cde4c795
24,42,Gov,113,5516315,First Order,f1cb3451-8e2f-4867-8bfb-a84a53760a0d
24,43,Gov,112,4493987,First Order,6fb3baff-3124-4cf5-89fd-801cf29e8c15
24,44,Gov,95,3593094,First Order,0b05f9a4-c0e9-4b6a-8ec8-858af9be9334
24,45,Gov,92,5993979,First Order,36e23816-c986-4432-9c40-074d4dd2fefe
24,46,Gov,114,8521908,Naboo,88799abe-eb96-4531-a5bd-9293880ade3e
24,47,Gov,101,2476789,Tatooine,3bb0c804-bb23-454c-b155-281bd962f25f
24,48,Gov,95,1744390,Tatooine,22caf0c6-6a7b-4796-8a50-110208f241e6
24,49,Gov,96,4946656,Gotham,b561140e-598a-4ce6-a047-98ea57ca5f14
24,50,energy,104,6622381,Roxxon,a080ae9a-f079-4841-842a-634ff1c85433
24,51,Gov,100,6324987,Coruscant,282f4a43-dd71-4c30-90fb-089b7ff8e34a
24,52,Gov,96,9548691,First Order,a23f682a-ddf6-48a1-9901-aa79beb15fd7
24,53,Gov,109,8652546,First Order,a7c9e63d-48ba-46b0-b266-1890833c4f76
24,54,Gov,114,3989614,First Order,cb778e24-30bf-4312-943c-1a19bbc38519
24,55,energy,93,1510750,Roxxon,3f3c7180-734a-4087-b504-1d346d7284a6
24,56,Gov,94,4579347,First Order,2342ce20-a757-4452-a540-912cdf989a75
24,57,Gov,109,8912191,First Order,250537ae-b840-4baf-a5cf-2821ca4b48d5
24,58,Gov,106,4987968,First Order,8f331f67-8f9a-4291-ae81-299a07bf1439
24,59,energy,106,8007777,Roxxon,90ec69e7-762a-4c18-a7ad-89fb7220fb9f
24,60,Gov,105,1179071,First Order,70c37999-a36a-40b3-b9ff-3bcbe8b596ef
24,61,Gov,90,7356907,First Order,6943888e-6224-4e77-90c7-dadbde15cade
24,62,Gov,117,8893099,First Order,79e4baed-a42d-43a7-9f5f-2afe14a5f783
24,63,Gov,102,7557693,First Order,ee6813a2-c5b1-4c13-a666-7e49b64f6bfd
24,64,Gov,105,6029481,First Order,4817489c-1f5e-4fb3-80cf-1f64d4890143
24,65,Gov,109,2186880,Tatooine,02d0a68b-a008-4b3b-b370-b73b50d2d003
24,66,Gov,112,1791449,First Order,ad1bd4c7-c9b3-4724-a3aa-eb5cf5347649
24,67,Gov,111,3925492,Naboo,484cbc50-bb7b-43cb-9b0f-0e2277dc4089
24,68,energy,110,6741145,Monster Corp,87cbe152-c531-4b5c-b863-45470e0ae6c5
24,69,Gov,104,8927973,Naboo,d5a3da14-d0ec-4684-9c60-1c2909676aee
24,70,Gov,101,6319965,Naboo,9d324dda-289d-4e3d-9290-b591e4ea6795
24,71,restaurant,118,2515206,Beacon Street Pizza,54906161-87c1-451d-b38f-9b66d3525ace
24,72,Gov,118,5629330,New Republic,19e9685a-7918-43b6-9bf5-a1ff5e8c1c7a
24,73,restaurant,106,9600419,Beacon Street Pizza,7085fa5f-c0de-4715-a21d-aba9f5011852
24,74,Gov,110,4006466,New Republic,16d15d91-7f94-4a39-9485-e87423e5c87b
24,75,Gov,103,6054141,Naboo,cb3512b6-9f66-4532-8df9-35cba3902352
24,76,restaurant,108,8395725,Beacon Street Pizza,175dad3a-3d9a-46de-84c6-4b55a0fe5e15
24,77,Gov,100,4207009,Tatooine,3f1f51db-d36d-422b-8b87-ce714fb41fa7
24,78,energy,98,5032127,Roxxon,a4b3710e-1679-490c-8c1a-19d5ce14fce6
24,79,Gov,119,7632206,Tatooine,8f3c3cab-f899-4d85-b41f-355a292f0b1c
24,80,Gov,110,7729385,Tatooine,870beca6-b41f-4a69-bc19-6d9e14265ece
24,81,energy,116,2073159,Roxxon,9a792a83-1bd1-47c0-9160-6131c730f932
24,82,Gov,110,1419063,New Republic,01aec65a-4dff-4a09-ae03-fbce86162051
24,83,Gov,108,6697305,Coruscant,9ba0d163-3b0a-4dfb-8d2c-4a1f79a4fb46
24,84,Gov,98,2474703,Coruscant,dc9e7326-7ae2-4c39-b248-af1b402750ea
24,85,Gov,94,8613256,Coruscant,0f42bb18-d86f-4ef0-8c1d-962b206a8669
24,86,Gov,94,9774312,Gotham,a997573a-3c55-480e-bc3b-813cdf14ef6d
24,87,energy,107,2371965,Roxxon,5f6fc258-b5ea-4235-b5b0-b0781f5e39f2
24,88,Gov,118,5461369,Tatooine,c091086c-dd27-409e-95a2-15c04cffde47
24,89,Gov,119,2828218,Tatooine,fffb1471-34d7-4745-8788-3aec0a942f40
24,90,Gov,92,4236699,First Order,188d7c22-460d-4bee-84c8-3fc9f9daa8e2
24,91,energy,103,4030723,Roxxon,ed21e230-efa6-4f6e-bd86-19f5845f97bc
24,92,Gov,107,7619842,First Order,a742de6c-4122-4cdd-8f57-29fc98d7b84d
24,93,Gov,107,7367652,First Order,64bf55e3-8b25-4322-b57b-f8f42579cd8c
24,94,Gov,115,1610995,First Order,c236a7c0-82f8-4066-a527-84067dac5f31
24,95,Gov,98,5320156,First Order,b6031eda-7146-4c79-bfff-60c353fc57b5
24,96,Gov,101,4932634,First Order,5797687a-1fbd-4f0e-a281-264b20d6dc71
24,97,Gov,112,9857386,First Order,2b3c8d20-8407-4600-92c2-a0c201812b37
24,98,Gov,101,2912898,Tatooine,7cc171b0-8e74-4ce8-9561-81e8a95cd88c
24,99,Gov,116,2802999,Tatooine,f2ffbf42-e47b-4f11-a8e6-c66c93a826ad
24,100,Gov,99,9410488,Tatooine,2da71f03-104b-49f4-b538-8f767b8ac651
24,101,Gov,95,5865104,Tatooine,c2732975-48e5-4152-92d7-2b7fa1bcdd95
24,102,Gov,91,9403245,Tatooine,ade76187-bf3e-4cb5-a8d7-e191017be9e8
24,103,energy,107,2439028,Roxxon,6e3dde72-d353-4be0-9ee3-6070d71d3948
24,104,Gov,107,4354483,Tatooine,2d2288ec-8285-4f7c-a9e4-ad3c3735fd38
24,105,Gov,107,2787558,Tatooine,98458b61-7d5e-46fb-aa48-6c3bb88f442b
24,106,Gov,109,9788879,Gotham,d256d842-2aaa-49ac-972d-6c9be6fd6398
24,107,Gov,108,3154580,Gotham,aaca8dca-de09-483d-9a08-7918f9ca2767
24,108,Gov,105,5554387,Gotham,0f6fa9c5-975c-4cbd-a90c-f4b6fba27987
24,109,Gov,92,6396288,Gotham,a5541e43-5094-4555-a803-66511d415b4a
24,110,Gov,109,3332478,Gotham,bfd0d1d6-1a6b-4704-8a58-bad61c7bc303
24,111,Gov,116,9976794,First Order,e927707c-86f1-4f76-a627-1f90b949a9f0
24,112,Gov,113,3760895,First Order,e8a29fce-0ae8-4c10-a216-920815648ec0
24,113,Gov,90,3287068,First Order,961c34d9-a747-44ba-9e40-8e174e310279
24,114,Gov,116,1812224,Gotham,8631df3d-c85c-421c-af34-50d3fdb04e0d
24,115,energy,90,9055858,Roxxon,7ecf5b92-17a7-40ea-bd8d-147c08fca0c0
24,116,energy,91,7202641,Roxxon,eeb4b865-80ca-46fd-b75c-75fec16fbd92
24,117,Gov,95,8776821,Gotham,c4f29f37-1932-4628-9e8c-d9f6b17e26e3
24,118,Gov,99,9356408,Gotham,a49980ce-f028-4594-a0ed-e4fe5db0e723
24,119,Gov,112,5734026,Naboo,0d9f0132-45fa-4f35-ad86-d58d9d0d8cee
24,120,Gov,112,2314839,Tatooine,216e16e5-8f75-4894-b12b-504d85fb1573
24,121,Gov,116,5565377,Tatooine,911c226a-b152-49ea-bc4d-dbd64c0a020a
24,122,energy,92,5690209,Roxxon,40e23d92-dcea-4362-8107-5a4d61448ae5
24,123,Gov,104,3137509,Tatooine,1094976f-712a-4b0b-aa54-a8ea385bd4d9
24,124,energy,90,2188287,Roxxon,736f18fd-1987-4f45-b1dd-29250bf37003
24,125,energy,90,7303890,Roxxon,a7ca2639-44ef-41dc-aa86-ffbea136af7a
24,126,Gov,108,1847308,New Republic,dec2d814-bf93-4fbf-ac89-d59a3447115c
24,127,Gov,118,2083239,Gotham,eaf7e4b4-04de-4b61-b16a-889026db9f48
24,128,Gov,94,5341697,New Republic,6adf89b4-7a0b-4d10-bd19-9d4585092b1a
24,129,energy,96,1614004,Roxxon,07316d6a-6e91-482d-85ef-7bc034631ffc
24,130,energy,114,4295299,Roxxon,f40351f7-5fd6-40a2-a56f-2a45d2248717
24,131,Gov,99,7222424,First Order,274305e8-40de-4ee2-9895-810b31bf715c
24,132,Gov,103,1515980,First Order,ffc20f72-cb74-4a2d-be80-9dab205ec051
24,133,energy,92,7056940,Roxxon,dc3cc2c4-57b3-4622-99e2-66131122dfd3
24,134,Gov,102,2715137,First Order,482d705d-4570-4740-a48f-3228b75a42ea
24,135,Gov,111,7186935,First Order,c1c23609-32ea-49a6-aae9-ed4fe0ab6954
24,136,Gov,107,7165825,First Order,378933d4-94ea-4199-a0b8-eaeae6443e75
24,137,Gov,113,2457824,First Order,d0e195bc-b514-47ae-8c86-37d879f08fda
24,138,energy,115,2800809,Roxxon,69f2d592-bbfb-4d9b-8fb1-bc347912fb3b
24,139,energy,109,3301235,Roxxon,468faea7-6318-479a-bf23-aecfb0e50a5a
24,140,Gov,99,5815225,First Order,1c2f8b74-b769-4fb1-80fd-2d7344f5c21a
24,141,energy,112,5054363,Roxxon,fa04d967-160c-4972-a259-e83625ec5a0f
24,142,energy,97,7123688,Roxxon,4bc83ac0-faae-45a8-b7e7-7cd12879ddf4
24,143,Gov,102,7025075,Coruscant,4564a0c1-abbc-4cc3-a2d0-2c5404a6b103
24,144,Gov,113,7522304,Coruscant,fb9bb383-f172-4629-98f6-0616756b65e8
24,145,Gov,109,6735351,Coruscant,d85fceee-397c-438d-af3e-5bb9e1686a34
24,146,Gov,92,6215596,Coruscant,ff10252c-28ca-4de0-a221-ec3dbb6da569
24,147,Gov,90,4547678,Coruscant,261ce0f1-f2b5-4f8e-b089-7fd7b504f484
24,148,Gov,102,1100264,First Order,f7bf5d84-a6b2-430a-a5ae-4d21a339b099
24,149,Gov,109,4012791,Gotham,34801e44-d900-40f3-aad8-83c364304dd6
24,150,Gov,100,1856848,Gotham,20425311-1e23-4a6b-8441-5d0289df213a
24,151,Gov,106,9669399,First Order,dcf37ae4-8cb0-44b6-a2b9-1a8b4fb5b13d
24,152,Gov,96,3802014,First Order,9e7dd5ef-c138-4826-afb8-860f010e3121
24,153,Gov,113,3264687,First Order,f6d000cf-5233-408a-be58-2147496cf9a2
24,154,Gov,96,6849752,First Order,f8cee63d-ab3a-4c0b-9e28-eb8cf735a067
24,155,Gov,95,1315548,First Order,ab212bb0-4b6e-4ab7-a0e0-74fd07d12aa0
24,156,Gov,98,2275847,New Republic,e4cadbf0-4206-46a1-a45f-a40025f949b2
24,157,Gov,107,8323060,New Republic,d9505466-a993-47ac-809a-d8fa302a8525
24,158,Gov,116,7926296,Gotham,702ff519-ffa4-403e-94c0-570a52ab734e
24,159,Gov,107,4176664,Gotham,adf77dde-d972-4866-bd6b-4fc83c27ed1b
24,160,Gov,91,5336083,Gotham,01863a12-a5e8-4654-81b4-4b25b57364f2
24,161,Gov,90,3776076,Gotham,e646fa3a-f3bb-421b-a62d-47f3b82655e7
24,162,Gov,117,1708372,Gotham,3f192952-8393-46f2-8ba6-e1cdf0469608
24,163,Gov,95,9647327,Naboo,da497d7a-f032-40b3-beb9-34937c7c7c3c
24,164,Gov,93,5670048,Coruscant,6a97e0ca-74c8-4d4b-8fc3-5dcd6e390f9d
24,165,Gov,98,7090807,First Order,3ea7c47e-8e67-47aa-a1bc-9a4e0029d07f
24,166,Gov,102,9385321,First Order,1c2c6b4e-6c07-4b29-bbdf-036ac3fa4f7e
24,167,Gov,93,9175508,First Order,d64c8dcc-aa9a-4947-ad61-a03024b2433d
24,168,Gov,90,1224172,First Order,0640530c-d9c9-47a9-a8a4-14f2eed24a27
24,169,Gov,115,7166025,First Order,52f1ff19-a4fb-4e58-acee-261ed89c7bce
24,170,Gov,97,6143196,Coruscant,9c9f27fb-ad9e-44a7-aee5-012c43c558bf
24,171,energy,114,7729751,Monster Corp,da58d97b-d32f-42fc-857b-740a8ca1657a
24,172,Gov,106,9935514,Naboo,a04ad907-3ce0-4565-bd64-7283c44db5e5
24,173,energy,101,7402190,Monster Corp,fbf1b2ea-e528-4057-b5ab-33d2007db096
24,174,Gov,107,1893482,Naboo,6771ed9c-b840-4dbd-987a-15b811577191
24,175,Gov,112,3821586,Naboo,b73b50a3-b61f-41df-a287-e6dd08fbc364
24,176,Gov,104,6371938,Naboo,fcf44a4a-0af9-4d6d-9fa8-bb1450a29497
24,177,Gov,113,7393097,Naboo,bc89cd1e-b0c5-464f-a6b8-c2c234fbfb67
24,178,Gov,115,6272184,Naboo,e07ebc9c-ad10-4864-8b6c-1b2ae28986d5
24,179,Gov,106,7251320,Naboo,d3341f77-b802-49ad-96ca-a2015eccbc66
24,180,energy,112,5782168,Monster Corp,ceff33e6-40d6-4259-bcf8-0f0e13f31ccf
24,181,Gov,117,9347609,Naboo,2772a08a-3e02-4d76-86a5-5dfe5a77962b
24,182,Gov,111,3594650,Naboo,5b8e3dda-4e67-45a3-88b3-c181809cd53f
24,183,Gov,106,8017951,Naboo,485cea7c-ae09-4351-8a25-db8b3342f99d
24,184,Gov,94,9246034,Tatooine,f9e35e8f-4fe6-41fb-b27c-d45d1f3caeeb
24,185,Gov,92,1480965,New Republic,710f5788-7b9a-4289-9974-5cdfa27fab0a
24,186,Gov,92,8513109,Tatooine,3463d39e-5902-4fe5-a617-12db2ef353ff
24,187,energy,92,9897454,Monster Corp,bdd25b13-8a3c-4e76-ab8f-3b9acd00bab4
24,188,Gov,119,4449947,Tatooine,a9fe1140-7d84-4a3a-bd3c-664ceb8882d7
24,189,Gov,91,5892138,Tatooine,d3b64997-b80c-48f2-ac10-7d6488ced123
24,190,Gov,104,8020984,Tatooine,03f9f04d-3858-43a9-93d9-df20a196e1eb
24,191,energy,95,4266646,Monster Corp,4de9b282-1bd9-4260-9535-e2f2b70152f1
24,192,Gov,103,3584177,New Republic,016da71a-31bf-4075-a970-2a237d39014d
24,193,Gov,118,8315942,New Republic,c53a8d59-aff9-42f1-9329-debba545bd65
24,194,Gov,107,3425383,Gotham,d704479c-4644-4932-a5f6-53ae165276cf
24,195,Gov,94,4096836,Tatooine,9601e115-c0dd-4990-8ed7-49725ecd87a6
24,196,Gov,100,9725695,Tatooine,9b123334-1ca5-4826-9d1b-ec062455055b
24,197,Gov,92,8755093,Tatooine,e4ab3956-afd3-4b37-9e54-b467268bc38e
24,198,Gov,104,7519413,Naboo,8493cd76-45ac-4cbf-bdbd-510d759c6ebe
24,199,Gov,107,2070228,Naboo,27cd0478-15e4-4180-a850-2bb365e16d80
24,200,Gov,103,8632027,Naboo,6f7020b2-2f9f-407f-bda1-affec898ffaf
24,201,energy,118,1297971,Monster Corp,8a42a209-9454-4b50-98e6-82ba614f527b
24,202,energy,94,5329760,Monster Corp,377da94a-6851-4d7a-b0ab-27fcb82150cf
24,203,Gov,116,9212564,Coruscant,08b3088c-c758-4daf-8266-276d557f59b2
24,204,Gov,97,3182520,Tatooine,f4f1c31f-fa94-4bcc-a46c-d1f500e23aba
24,205,Gov,115,2686678,First Order,5131212f-fbf6-4785-a398-5df0441b3de9
24,206,Gov,93,7200495,First Order,a5a74d54-1357-4333-a954-162ea09e013c
24,207,Gov,119,3421463,New Republic,724dc5a7-36b8-4ed1-b4de-0cd1449fab71
24,208,Gov,110,7833077,New Republic,74eab74d-2642-44f6-8ba6-e88cfbe40f81
24,209,Gov,91,8739094,New Republic,4b240d7a-4c73-4bda-b83a-4e4a1ca66bee
24,210,energy,113,4272449,Monster Corp,40f77093-d5e2-473a-8033-fb22130b2cdb
24,211,Gov,114,3115374,New Republic,12846d41-794f-43ec-b0d8-275af99c8a63
24,212,Gov,109,1778604,New Republic,da1db5b6-11db-4123-9e8a-8165dd405999
24,213,energy,115,9610761,Monster Corp,effa92b3-7b2a-4103-829d-0c2211994dde
24,214,Gov,114,3701529,New Republic,4b82cb01-afaf-437d-9688-2054d53acef3
24,215,energy,90,7235591,Monster Corp,da46a359-087a-4711-8808-52b6b7ea45d4
24,216,Gov,113,2393582,New Republic,b1598bda-7ecb-411f-a513-e18bf4270260
24,217,Gov,99,9833374,New Republic,9168d9a2-c30e-4cf6-b8d1-d67279324e8f
24,218,Gov,112,9282277,New Republic,3271519b-7764-4c82-aa07-6045c826d3f2
24,219,Gov,100,3982977,New Republic,8eeebd49-a445-469c-8df2-b5c816540e95
24,220,Gov,100,9792560,Naboo,f4a38bb8-24a2-4b08-9cb6-5ed2e8ce4048
24,221,Gov,99,6395507,Naboo,16fadc49-909a-458f-a237-b24f5cced639
24,222,Gov,91,6415518,Naboo,8e7a10f0-8b78-478d-980d-6f14b446b8cb
24,223,Gov,110,9413084,Naboo,f01f7ab2-f206-43c4-94bd-9de6d03cbee7
24,224,Gov,99,5170594,Naboo,69039328-78ff-416e-9259-52eaf1d246c5
24,225,energy,115,1074094,Monster Corp,7a76fc7e-d21d-424a-b7d5-406dd1bbc6f7
24,226,Gov,94,7079738,Naboo,6cb5aef1-4cc9-4955-963a-4ce971776df2
24,227,Gov,107,6927867,Naboo,3278d2af-8447-4761-beb1-8c3ce3a62afa
24,228,Gov,92,7680751,Naboo,6f0cf1e5-b057-46e8-ba82-d7323e7c7db6
24,229,Gov,106,2046217,First Order,ead89698-402f-4629-85e2-60d044ecb389
24,230,Gov,99,4797542,Tatooine,0ef2fe8a-f729-4519-9187-81595e292d13
24,231,Gov,118,2133926,Tatooine,4d8d4e34-6716-45c9-9358-855261026d21
24,232,Gov,116,1280697,Tatooine,e493eb3a-de56-45c4-9134-0f80f79e98a3
24,233,Gov,111,8412191,First Order,c7be1a11-4af3-46f7-94b9-0c300a8547dc
24,234,Gov,103,8297190,First Order,62589bb5-e8ff-4890-b39a-d21c6d8a5e43
24,235,Gov,97,9369860,Naboo,3d51614e-e410-441a-ae6a-8baf41df9e43
24,236,Gov,98,4854507,Naboo,afdccc42-8451-4696-b517-899a9ff15f04
24,237,Gov,95,2909713,Naboo,5374c816-a228-4d66-b621-4afc5c78de43
24,238,Gov,104,8431051,Naboo,fd4f9dbc-1039-4034-bf1c-da3406e7933d
24,239,Gov,93,3997837,Naboo,d57be076-c9dd-4fe3-bfba-1c2291b377a9
24,240,Gov,110,6981349,Naboo,2e54c30e-16e1-4e9c-a496-5706a66bf716
24,241,Gov,103,6280838,Naboo,cae95d0e-4a85-4528-ab01-6ea8493de6ad
24,242,energy,102,2109646,Monster Corp,2acd02ec-96f8-436d-a56b-5154e185f62b
24,243,Gov,92,3222998,Naboo,69a55413-fa5a-4972-85a4-99b11b7c7459
24,244,energy,96,5560593,Monster Corp,7b6d2201-92a0-4587-832b-c63494422f4b
24,245,energy,100,7578015,Monster Corp,b6866cc6-d0dd-43cc-9393-661d948696ba
24,246,Gov,94,7236936,Naboo,0998064f-8da0-4db5-929a-7c5d909e8752
24,247,Gov,117,4964282,Naboo,d5bfc240-8d10-4221-ab45-153802205154
24,248,Gov,104,1369257,First Order,dd413c72-8415-4b79-976e-c770821f0d90
24,249,Gov,111,8100143,Naboo,e3d83e44-2cd7-4029-8708-889f6c142db8
24,250,energy,99,1644670,Monster Corp,18a43ee8-1506-4af4-ae8a-de5640aab155
24,251,Gov,94,2295129,Tatooine,1285c577-b8a5-4990-8959-88c72fc7f118
24,252,Gov,112,1340141,Tatooine,1056e528-4d04-4933-ad50-a8744b477bd7
24,253,Gov,119,9383748,Tatooine,b9d7eff6-22ba-4118-93a7-f66f764752cc
24,254,Gov,114,6118422,Naboo,3354dc04-57f4-4f1f-a279-28bc5e763d76
24,255,Gov,90,2681388,Naboo,8c8307e3-b27f-446f-8fec-f1dd16959187
24,256,Gov,113,7762136,Naboo,1dd76101-e1f9-42f8-a511-9ff96f75a121
